user_id,group,day,completed
1526,control,13,0
1527,control,3,0
1528,control,4,0
1529,treatment,3,0
1530,control,3,0
1531,control,2,0
1532,treatment,12,0
1533,treatment,6,0
1534,control,14,0
1535,control,1,0
1536,control,3,1
1537,control,3,0
1538,treatment,1,0
1539,control,1,0
1540,control,10,0
1541,treatment,11,0
1542,control,11,0
1543,control,10,0
1544,control,6,0
1545,treatment,14,0
1546,control,9,0
1547,treatment,3,0
1548,control,9,0
1549,control,14,0
1550,treatment,13,0
1551,treatment,7,0
1552,treatment,11,0
1553,treatment,13,0
1554,treatment,3,0
1555,control,1,0
1556,control,5,1
1557,treatment,10,1
1558,control,12,0
1559,treatment,14,0
1560,treatment,2,0
1561,control,2,0
1562,control,13,0
1563,treatment,5,0
1564,control,10,0
1565,treatment,5,0
1566,control,10,0
1567,treatment,7,0
1568,control,6,0
1569,treatment,3,0
1570,control,12,0
1571,control,3,0
1572,control,5,0
1573,treatment,2,0
1574,treatment,3,0
1575,control,10,0
1576,control,11,0
1577,control,1,0
1578,treatment,1,0
1579,treatment,9,0
1580,control,12,0
1581,control,3,0
1582,control,14,0
1583,control,5,0
1584,control,3,0
1585,treatment,14,0
1586,control,10,0
1587,treatment,3,0
1588,control,11,0
1589,control,9,0
1590,treatment,7,0
1591,treatment,10,0
1592,treatment,11,0
1593,control,12,0
1594,control,13,0
1595,treatment,1,0
1596,control,11,0
1597,control,2,0
1598,control,7,0
1599,control,1,0
1600,treatment,1,0
1601,control,14,0
1602,control,11,0
1603,control,6,0
1604,control,10,0
1605,control,2,0
1606,control,12,0
1607,control,9,1
1608,treatment,12,0
1609,control,7,0
1610,control,7,0
1611,treatment,10,0
1612,treatment,5,0
1613,control,5,0
1614,control,13,0
1615,control,3,0
1616,treatment,8,0
1617,treatment,11,0
1618,treatment,10,0
1619,control,4,0
1620,treatment,14,1
1621,control,11,0
1622,control,2,0
1623,control,13,0
1624,treatment,14,0
1625,control,13,0
1626,treatment,1,0
1627,control,4,0
1628,control,2,0
1629,control,10,0
1630,control,6,0
1631,treatment,13,0
1632,control,11,0
1633,treatment,11,0
1634,treatment,10,0
1635,treatment,14,0
1636,control,11,0
1637,control,10,0
1638,control,7,1
1639,treatment,8,0
1640,treatment,1,1
1641,control,11,0
1642,treatment,9,0
1643,control,14,0
1644,treatment,12,0
1645,control,9,0
1646,treatment,4,0
1647,control,1,0
1648,treatment,8,0
1649,treatment,3,0
1650,treatment,1,0
1651,control,3,0
1652,control,2,1
1653,control,10,0
1654,control,7,0
1655,control,12,0
1656,treatment,13,0
1657,control,6,0
1658,control,9,0
1659,control,11,0
1660,control,13,0
1661,treatment,2,0
1662,control,11,0
1663,treatment,8,0
1664,control,3,0
1665,treatment,5,0
1666,treatment,11,0
1667,control,13,0
1668,treatment,9,0
1669,control,9,0
1670,treatment,1,0
1671,control,2,0
1672,treatment,6,0
1673,treatment,13,0
1674,treatment,1,0
1675,treatment,2,0
1676,control,10,0
1677,control,8,0
1678,control,6,1
1679,control,10,0
1680,treatment,1,0
1681,control,3,0
1682,treatment,6,0
1683,treatment,1,0
1684,treatment,7,0
1685,control,6,0
1686,treatment,6,0
1687,treatment,10,0
1688,control,8,0
1689,treatment,12,0
1690,treatment,1,0
1691,control,1,0
1692,control,7,0
1693,control,11,0
1694,control,1,0
1695,control,9,0
1696,control,10,0
1697,control,14,0
1698,control,14,0
1699,treatment,6,1
1700,control,14,0
1701,treatment,2,0
1702,control,12,0
1703,control,6,0
1704,control,6,0
1705,control,2,0
1706,control,6,0
1707,treatment,14,0
1708,control,5,0
1709,treatment,14,0
1710,treatment,7,0
1711,control,11,0
1712,control,9,0
1713,treatment,9,0
1714,control,13,0
1715,control,8,0
1716,treatment,3,0
1717,control,13,0
1718,treatment,5,0
1719,treatment,14,0
1720,control,3,0
1721,control,7,1
1722,control,1,0
1723,control,1,0
1724,control,11,0
1725,treatment,10,0
1726,control,14,0
1727,control,11,0
1728,treatment,5,0
1729,treatment,5,0
1730,treatment,7,1
1731,control,9,0
1732,treatment,7,0
1733,control,7,0
1734,control,11,0
1735,control,11,0
1736,treatment,9,0
1737,control,13,0
1738,control,8,0
1739,control,1,1
1740,control,12,0
1741,treatment,14,0
1742,treatment,5,0
1743,treatment,11,0
1744,control,2,0
1745,control,10,1
1746,control,10,0
1747,control,3,0
1748,control,11,0
1749,treatment,14,0
1750,control,2,0
1751,control,10,1
1752,control,14,0
1753,control,4,0
1754,control,1,1
1755,treatment,6,0
1756,treatment,10,0
1757,treatment,10,0
1758,control,14,0
1759,control,12,0
1760,control,8,0
1761,control,7,0
1762,treatment,1,0
1763,control,10,0
1764,control,12,1
1765,control,5,0
1766,control,14,0
1767,treatment,1,0
1768,control,9,0
1769,control,13,0
1770,control,10,0
1771,control,8,0
1772,treatment,5,0
1773,treatment,10,0
1774,treatment,10,0
1775,treatment,4,0
1776,control,4,0
1777,treatment,11,0
1778,control,9,0
1779,control,12,0
1780,treatment,1,0
1781,control,10,0
1782,treatment,14,0
1783,control,12,0
1784,treatment,3,0
1785,treatment,10,0
1786,treatment,5,0
1787,treatment,4,0
1788,treatment,1,0
1789,control,11,0
1790,control,7,0
1791,control,8,0
1792,treatment,3,0
1793,control,7,0
1794,treatment,3,0
1795,control,10,0
1796,control,2,0
1797,treatment,7,0
1798,control,12,0
1799,control,6,1
1800,control,6,0
1801,treatment,7,0
1802,treatment,9,0
1803,control,5,0
1804,control,2,0
1805,control,6,0
1806,treatment,11,0
1807,treatment,3,0
1808,control,9,0
1809,control,7,0
1810,control,5,0
1811,treatment,4,0
1812,treatment,4,0
1813,control,14,0
1814,control,10,0
1815,control,5,0
1816,treatment,6,0
1817,control,7,0
1818,treatment,10,0
1819,treatment,10,0
1820,control,9,0
1821,control,4,0
1822,control,6,0
1823,treatment,7,1
1824,treatment,11,1
1825,treatment,9,0
1826,control,1,0
1827,control,8,0
1828,treatment,11,0
1829,treatment,14,0
1830,control,6,0
1831,treatment,5,0
1832,treatment,3,0
1833,control,3,0
1834,treatment,3,0
1835,treatment,3,1
1836,treatment,6,0
1837,control,6,0
1838,control,4,1
1839,treatment,12,0
1840,control,9,0
1841,control,9,0
1842,control,13,0
1843,control,11,0
1844,treatment,13,1
1845,treatment,5,0
1846,control,14,0
1847,control,7,0
1848,control,5,0
1849,treatment,13,0
1850,treatment,4,0
1851,control,3,0
1852,treatment,9,0
1853,treatment,2,0
1854,treatment,8,0
1855,treatment,4,0
1856,control,13,0
1857,treatment,14,0
1858,control,8,0
1859,treatment,2,1
1860,treatment,7,0
1861,treatment,3,1
1862,treatment,11,0
1863,control,5,0
1864,control,4,0
1865,treatment,2,0
1866,treatment,13,0
1867,control,8,0
1868,control,8,0
1869,control,14,0
1870,treatment,10,0
1871,treatment,7,0
1872,control,12,0
1873,control,14,0
1874,treatment,6,0
1875,treatment,8,0
1876,control,7,0
1877,control,14,0
1878,control,9,0
1879,control,8,0
1880,control,6,0
1881,treatment,6,0
1882,treatment,10,0
1883,treatment,11,0
1884,treatment,14,0
1885,control,2,0
1886,control,8,1
1887,control,6,0
1888,control,2,1
1889,treatment,11,0
1890,treatment,11,0
1891,control,2,0
1892,control,2,1
1893,treatment,2,0
1894,control,12,0
1895,control,3,0
1896,treatment,6,0
1897,treatment,5,0
1898,control,3,0
1899,control,7,0
1900,treatment,4,0
1901,control,2,0
1902,control,14,1
1903,treatment,10,0
1904,control,12,0
1905,treatment,1,0
1906,control,4,0
1907,treatment,8,0
1908,control,2,0
1909,control,11,0
1910,control,3,0
1911,control,6,0
1912,treatment,3,0
1913,treatment,9,0
1914,control,13,0
1915,control,13,1
1916,treatment,10,0
1917,treatment,3,0
1918,control,3,0
1919,control,11,0
1920,control,7,0
1921,treatment,14,0
1922,control,3,0
1923,treatment,4,0
1924,control,10,0
1925,treatment,4,0
1926,control,7,0
1927,control,9,0
1928,control,6,0
1929,treatment,10,1
1930,control,11,0
1931,control,8,0
1932,control,7,0
1933,control,11,0
1934,treatment,4,0
1935,treatment,5,0
1936,treatment,12,0
1937,control,5,0
1938,treatment,10,0
1939,control,10,0
1940,control,2,0
1941,control,8,0
1942,control,1,0
1943,treatment,6,0
1944,treatment,2,0
1945,treatment,6,0
1946,control,12,0
1947,control,4,0
1948,control,13,0
1949,control,8,0
1950,control,10,0
1951,control,8,0
1952,control,6,1
1953,control,13,0
1954,treatment,12,0
1955,treatment,3,0
1956,treatment,2,0
1957,treatment,7,0
1958,control,6,0
1959,treatment,14,1
1960,treatment,14,0
1961,control,9,0
1962,control,1,1
1963,treatment,3,0
1964,control,6,0
1965,control,13,0
1966,control,5,0
1967,control,13,0
1968,control,2,0
1969,control,5,0
1970,control,8,0
1971,control,14,0
1972,treatment,9,0
1973,control,9,1
1974,control,6,0
1975,control,9,0
1976,treatment,14,0
1977,control,14,0
1978,control,5,0
1979,treatment,2,0
1980,treatment,6,0
1981,control,9,0
1982,treatment,12,0
1983,control,9,0
1984,control,10,1
1985,control,1,0
1986,control,3,0
1987,treatment,7,0
1988,control,11,0
1989,control,3,0
1990,treatment,9,0
1991,treatment,6,0
1992,control,2,0
1993,treatment,7,0
1994,control,7,0
1995,treatment,7,0
1996,treatment,13,0
1997,treatment,2,0
1998,control,12,0
1999,control,6,0
2000,control,4,0
2001,control,2,1
2002,control,1,0
2003,treatment,3,0
2004,control,11,0
2005,control,6,0
2006,treatment,5,0
2007,control,9,0
2008,treatment,5,0
2009,control,2,0
2010,control,7,1
2011,control,6,0
2012,control,5,0
2013,treatment,12,1
2014,control,13,0
2015,control,11,0
2016,control,12,0
2017,control,11,0
2018,treatment,10,1
2019,control,5,0
2020,treatment,6,0
2021,treatment,5,0
2022,control,5,0
2023,treatment,9,0
2024,control,6,0
2025,control,9,0
2026,control,12,0
2027,treatment,3,0
2028,treatment,7,0
2029,control,8,0
2030,treatment,10,0
2031,control,1,0
2032,control,3,0
2033,control,13,0
2034,treatment,13,0
2035,treatment,7,0
2036,control,3,0
2037,control,8,0
2038,control,5,1
2039,control,6,0
2040,control,1,0
2041,treatment,10,0
2042,control,9,0
2043,control,13,0
2044,control,10,0
2045,treatment,7,0
2046,treatment,5,0
2047,control,10,0
2048,treatment,12,0
2049,control,5,0
2050,control,4,0
2051,control,1,0
2052,control,1,0
2053,control,1,0
2054,treatment,13,0
2055,treatment,3,0
2056,treatment,4,0
2057,control,4,0
2058,control,12,0
2059,treatment,14,0
2060,control,5,0
2061,control,12,0
2062,control,12,0
2063,treatment,4,0
2064,control,5,0
2065,control,5,0
2066,treatment,14,0
2067,control,3,0
2068,control,12,0
2069,control,6,0
2070,control,11,1
2071,treatment,4,0
2072,control,12,0
2073,control,1,0
2074,treatment,6,0
2075,treatment,8,0
2076,treatment,1,0
2077,control,3,0
2078,control,5,0
2079,treatment,7,0
2080,treatment,11,1
2081,control,9,1
2082,control,10,0
2083,control,13,0
2084,treatment,8,0
2085,control,2,1
2086,control,13,0
2087,control,9,0
2088,treatment,2,0
2089,treatment,14,0
2090,control,10,0
2091,treatment,6,1
2092,treatment,4,0
2093,control,10,0
2094,control,8,0
2095,control,4,0
2096,treatment,9,0
2097,control,2,0
2098,treatment,4,0
2099,treatment,7,0
2100,control,2,0
2101,treatment,1,0
2102,control,2,0
2103,control,14,0
2104,treatment,2,0
2105,treatment,6,0
2106,control,3,0
2107,treatment,7,1
2108,treatment,11,0
2109,control,14,0
2110,treatment,4,0
2111,control,10,0
2112,control,2,0
2113,control,10,0
2114,treatment,2,0
2115,treatment,11,0
2116,control,2,0
2117,control,4,0
2118,treatment,8,0
2119,control,10,0
2120,treatment,11,0
2121,treatment,12,1
2122,control,3,0
2123,treatment,6,1
2124,control,14,0
2125,treatment,4,0
2126,treatment,12,0
2127,treatment,2,0
2128,control,13,0
2129,treatment,3,0
2130,control,4,0
2131,control,12,1
2132,control,11,0
2133,control,11,0
2134,control,9,0
2135,treatment,11,0
2136,treatment,13,0
2137,control,5,0
2138,treatment,7,0
2139,control,13,0
2140,treatment,1,0
2141,treatment,1,0
2142,control,6,0
2143,treatment,7,0
2144,control,14,0
2145,control,1,0
2146,treatment,4,0
2147,control,6,1
2148,control,2,0
2149,control,9,0
2150,treatment,14,0
2151,control,10,0
2152,control,2,0
2153,treatment,10,0
2154,treatment,5,1
2155,control,1,1
2156,control,6,0
2157,control,11,0
2158,control,3,0
2159,control,14,0
2160,treatment,13,0
2161,treatment,12,0
2162,treatment,6,0
2163,control,12,1
2164,treatment,9,0
2165,control,11,1
2166,treatment,8,0
2167,treatment,14,0
2168,control,2,0
2169,treatment,9,0
2170,control,12,0
2171,treatment,1,0
2172,control,3,0
2173,control,10,0
2174,treatment,10,0
2175,control,12,1
2176,treatment,4,0
2177,control,5,0
2178,treatment,7,0
2179,treatment,3,0
2180,control,6,1
2181,control,12,0
2182,control,8,0
2183,control,11,0
2184,control,5,0
2185,treatment,1,0
2186,treatment,5,1
2187,treatment,3,0
2188,treatment,4,0
2189,treatment,13,1
2190,treatment,10,0
2191,control,7,0
2192,treatment,3,0
2193,treatment,12,0
2194,control,1,0
2195,control,8,0
2196,control,4,0
2197,control,3,0
2198,treatment,6,0
2199,control,10,1
2200,control,12,0
2201,treatment,4,0
2202,control,7,0
2203,control,11,0
2204,control,7,0
2205,treatment,3,0
2206,treatment,2,0
2207,control,4,0
2208,treatment,10,0
2209,control,6,0
2210,treatment,11,0
2211,treatment,10,0
2212,treatment,14,0
2213,control,3,0
2214,treatment,9,0
2215,treatment,10,1
2216,control,7,0
2217,treatment,12,0
2218,control,6,0
2219,treatment,4,1
2220,control,4,0
2221,treatment,4,0
2222,control,9,0
2223,control,12,0
2224,control,10,0
2225,control,3,0
2226,control,3,0
2227,control,11,0
2228,control,7,0
2229,control,3,0
2230,control,10,0
2231,treatment,4,0
2232,control,8,1
2233,treatment,5,0
2234,treatment,4,0
2235,treatment,5,0
2236,control,9,0
2237,treatment,3,0
2238,control,9,0
2239,control,3,0
2240,control,8,0
2241,treatment,14,0
2242,control,6,0
2243,control,5,0
2244,treatment,11,0
2245,treatment,11,0
2246,control,12,0
2247,control,6,1
2248,treatment,4,0
2249,control,4,0
2250,control,9,0
2251,control,8,0
2252,treatment,10,0
2253,treatment,5,0
2254,treatment,6,0
2255,treatment,9,0
2256,control,12,0
2257,control,4,0
2258,control,2,0
2259,control,6,0
2260,control,9,0
2261,treatment,6,1
2262,treatment,7,0
2263,treatment,14,0
2264,control,12,0
2265,treatment,11,0
2266,treatment,5,0
2267,control,9,1
2268,treatment,11,1
2269,control,8,1
2270,control,9,0
2271,control,1,1
2272,control,14,0
2273,control,12,0
2274,treatment,10,0
2275,treatment,3,0
2276,treatment,12,0
2277,treatment,13,1
2278,control,14,0
2279,treatment,7,0
2280,control,4,0
2281,control,1,0
2282,control,14,0
2283,control,3,0
2284,control,5,0
2285,control,12,1
2286,control,7,1
2287,treatment,1,0
2288,control,6,0
2289,control,5,0
2290,control,9,0
2291,treatment,8,0
2292,control,12,0
2293,control,7,0
2294,control,14,1
2295,control,4,0
2296,control,9,0
2297,control,3,0
2298,control,3,1
2299,control,10,0
2300,control,4,0
2301,treatment,7,0
2302,control,14,0
2303,control,11,0
2304,control,9,0
2305,treatment,7,0
2306,control,11,0
2307,control,5,0
2308,treatment,7,0
2309,control,13,0
2310,control,1,0
2311,control,7,0
2312,treatment,1,0
2313,control,4,1
2314,treatment,13,0
2315,treatment,3,0
2316,control,2,0
2317,control,8,0
2318,control,1,0
2319,control,5,0
2320,control,1,0
2321,treatment,7,1
2322,treatment,11,0
2323,treatment,3,0
2324,control,13,0
2325,treatment,6,0
2326,treatment,12,0
2327,treatment,7,0
2328,control,12,0
2329,treatment,10,0
2330,control,11,0
2331,control,1,0
2332,control,11,0
2333,treatment,13,0
2334,treatment,10,0
2335,control,7,0
2336,control,12,0
2337,control,12,0
2338,control,11,0
2339,control,12,0
2340,control,8,0
2341,treatment,1,0
2342,control,10,0
2343,control,3,0
2344,control,8,0
2345,treatment,6,0
2346,treatment,2,0
2347,treatment,2,0
2348,control,6,0
2349,control,7,0
2350,control,3,0
2351,treatment,7,0
2352,treatment,8,0
2353,treatment,14,0
2354,treatment,4,0
2355,treatment,2,0
2356,control,5,0
2357,treatment,13,0
2358,control,12,0
2359,control,14,0
2360,control,5,0
2361,control,10,0
2362,control,13,0
2363,control,9,1
2364,control,13,0
2365,control,1,0
2366,control,14,0
2367,control,13,0
2368,control,2,0
2369,control,13,0
2370,treatment,13,0
2371,treatment,5,0
2372,treatment,10,1
2373,treatment,7,0
2374,control,14,0
2375,treatment,4,0
2376,control,8,0
2377,control,7,0
2378,treatment,14,0
2379,control,4,0
2380,treatment,1,0
2381,treatment,13,0
2382,treatment,10,0
2383,treatment,11,1
2384,control,6,0
2385,control,1,0
2386,control,7,0
2387,control,3,0
2388,treatment,7,0
2389,treatment,6,0
2390,treatment,10,0
2391,control,5,0
2392,control,12,1
2393,control,7,0
2394,control,5,0
2395,treatment,10,0
2396,control,2,0
2397,control,9,0
2398,control,1,1
2399,treatment,10,0
2400,treatment,6,0
2401,control,10,0
2402,control,10,0
2403,control,8,0
2404,control,9,0
2405,treatment,7,0
2406,treatment,6,0
2407,control,1,0
2408,control,10,1
2409,treatment,3,0
2410,control,13,0
2411,treatment,14,0
2412,control,11,0
2413,control,9,0
2414,control,9,0
2415,control,3,0
2416,treatment,8,0
2417,control,3,0
2418,control,14,0
2419,control,12,0
2420,control,6,0
2421,control,3,0
2422,control,11,0
2423,treatment,6,0
2424,control,4,0
2425,control,13,0
2426,treatment,11,0
2427,control,11,0
2428,treatment,6,0
2429,control,9,0
2430,treatment,13,0
2431,treatment,3,0
2432,treatment,14,0
2433,treatment,6,0
2434,control,3,0
2435,treatment,11,0
2436,control,10,0
2437,control,10,0
2438,control,5,0
2439,control,6,0
2440,control,14,0
2441,control,9,0
2442,control,5,0
2443,treatment,4,0
2444,treatment,11,0
2445,control,13,0
2446,control,3,0
2447,control,13,0
2448,control,7,0
2449,control,12,1
2450,control,11,0
2451,control,7,0
2452,treatment,10,0
2453,control,3,0
2454,control,2,1
2455,control,1,0
2456,control,10,0
2457,control,6,0
2458,treatment,14,0
2459,control,13,0
2460,control,11,0
2461,treatment,11,0
2462,treatment,5,0
2463,treatment,7,0
2464,control,3,0
2465,treatment,4,0
2466,control,11,0
2467,control,11,0
2468,control,1,0
2469,control,3,0
2470,control,11,0
2471,control,12,0
2472,treatment,2,0
2473,treatment,6,0
2474,treatment,7,0
2475,control,2,0
2476,treatment,7,0
2477,control,3,0
2478,treatment,6,1
2479,control,8,0
2480,treatment,2,0
2481,control,9,0
2482,treatment,14,0
2483,treatment,8,0
2484,control,1,0
2485,control,10,0
2486,treatment,1,0
2487,control,11,0
2488,treatment,10,0
2489,control,4,0
2490,control,8,0
2491,control,8,0
2492,control,7,0
2493,treatment,14,0
2494,control,7,0
2495,control,11,0
2496,control,11,0
2497,control,3,0
2498,treatment,2,0
2499,treatment,4,1
2500,control,12,0
2501,treatment,4,0
2502,treatment,7,0
2503,control,10,0
2504,treatment,1,0
2505,control,11,0
2506,control,3,0
2507,treatment,9,0
2508,control,14,0
2509,treatment,2,1
2510,treatment,4,0
2511,control,2,0
2512,treatment,14,0
2513,control,7,0
2514,control,1,0
2515,treatment,5,0
2516,treatment,13,0
2517,control,9,0
2518,control,9,0
2519,treatment,4,0
2520,treatment,3,0
2521,treatment,14,0
2522,control,4,0
2523,control,11,0
2524,control,4,0
2525,treatment,10,0
2526,control,11,0
2527,control,12,0
2528,treatment,7,0
2529,control,1,0
2530,treatment,8,0
2531,treatment,12,0
2532,treatment,14,0
2533,control,6,0
2534,control,2,0
2535,treatment,14,0
2536,treatment,14,0
